id,Tweet,Subjectivity,Polarity,Target
778,Persistently high blood sugar levels can significantly harm blood vessels. This means blood struggles to reach the… ,0.7075,0.2675,Positive
779,"Our new R&amp;D and AI centres in Shanghai, announced at CIIE2019, expands our scientific focus in China and reinforce… ",0.454545455,0.136363636,Positive
780,CRISPR is enabling us to enhance precision and decision making in the drug discovery process. AstraZeneca scientis… ,0,0,Neutral
781,Our presence at SITC2019 is part of our commitment to scientific exchange and collaboration. With our Immuno-Oncol… ,0,0,Neutral
782,"A recent survey of people aged 45 and older with T2D, found that only about half recognise their risk of associate… ",0.43,-0.02,Negative
783,Math is improving our decision making in drugdiscovery. Bespoke mathematical models use data to give us more cert… ,0.25,0.25,Positive
784,Chronic kidney disease patients struggle on a daily basis due to the physical and emotional difficulties of their… ,0.291964286,-0.03125,Negative
785,"Today at CIIE2019 we announced the establishment of five new regional headquarters in China, expanding our footpri… ",0.454545455,0.136363636,Positive
786,"Just announced at CIIE2019, we signed an MOU to create a new Global R&amp;D facility &amp; an AI Innovation Centre in Shan… ",0.227272727,0.068181818,Positive
787,Patient and caregiver non-profit organisations are now invited to submit proposals to Initiatives in Lung Cancer Ca… ,0,0,Neutral
788,"This LCAM, we’re launching several initiatives with our LungAmbition partners , , and… ",0,0,Neutral
789,"We’re all set to present data and key patient survey findings at this year’s KidneyWk, providing greater understan… ",0.5,0.166666667,Positive
790,"To help us understand disease and identify potential new targets, our researchers work in dynamic multi-disciplina… ",0.54040404,0.045454545,Positive
791,There are currently no treatments that specifically target the underlying cause of CKD. We continue to push for so… ,0.4,0,Neutral
792,"At CIIE2019, we are showcasing 26 years of development in China, including the 30+ innovative medicines we’ve intr… ",1,0.5,Positive
793,"""I don’t think about it as much as I should”. Type2diabetes can carry an increased risk of kidney problems. Durin… ",0.2,0.2,Positive
794,"There are two main types of lungcancer, defined by the size and shape of the tumour cells under a microscope. Iden… ",0.333333333,0.166666667,Positive
795,"Our scientists explain how Data Science and ArtificialIntelligence are helping us identify what matters, accelera… ",0,0,Neutral
796,Great to see that we rank number 1 in our industry for the novelty and breadth of our pipeline in the first Pharmac… ,0.661111111,0.083333333,Positive
797,"When making a lung cancer diagnosis, doctors can test tumour samples to identify which type of lung cancer is prese… ",0,0,Neutral
798,"This is part of a collaborative research initiative established last year to foster scientific collaboration, knowledge-shari…",0.066666667,0,Neutral
799,"This year’s KidneyWk is a critical one, as we present our latest scientific advancements that could transform the… ",0.566666667,0.166666667,Positive
800,"See inside AstraZeneca R&amp;D this November, as we explore how DataScience and ArtificialIntelligence have the poten… ",0,0,Neutral
801,"A majority of lungcancer patients are diagnosed at an advanced, harder-to-treat stage of disease. At Stage IV, the… ",0.6,0.4,Positive
802,About 40% of people with lungcancer are not diagnosed until the most advanced stage of the disease. This… ,0.55,0.45,Positive
803,"While advances in lungcancer treatment have come a long way, our work isn’t finished. Lung cancer remains the most… ",0.4,-0.05,Negative
804,We are proud to support Movember. Cancer is the second leading cause of death globally and prostatecancer is the… ,0.333333333,0.266666667,Positive
805,"Doctors use the location, size and spread of tumour cells to divide lungcancer into stages. Staging helps doctors… ",0,0,Neutral
806,"November is LungCancerAwareness Month. Join us in helping more people learn about lungcancer, the leading cause o… ",0.5,0.5,Positive
807,November marks the start of PancreaticCancerAwarenessMonth. At AstraZeneca we are focused on helping transform the… ,0,0,Neutral
808,There is an unmet need in the management and treatment of CKD and its complications. Our ambition is to transform t… ,0,0,Neutral
809,Great look  :). Happy halloween2019 to our BioPharma R&amp;D colleagues at their Global Science Symposium i… ,0.6875,0.525,Positive
810,Our commitment to advance scientific research to better understand livercancer is stronger than ever.… ,0.5,0.5,Positive
811,Calling all ACERS! Our new 2-year immersive education &amp; research program supports early-career Oncologists. If you… ,0.454545455,0.136363636,Positive
812,Finding livercancer before any symptoms develop will increase the chance of successful treatment. Screening is ins… ,0.95,0.75,Positive
813,"It is widely accepted that one disease can often impact another. Likewise, people with type2diabetes are almost 2x… ",0.4,-0.1,Negative
814,"Over 425 million people are living with diabetes. And, a patient with type2diabetes has a 2-4x higher chance of… ",0.5,0.25,Positive
815,"Patients living with type2diabetes are at risk for heartfailure. When it comes to T2D, awareness and action are… ",0.1,0.1,Positive
816,Understanding what to look out for when livercancer signs and symptoms appear can support earlier diagnosis and tr… ,0.5,0,Neutral
817,"Ejection fraction (EF) is a measurement, expressed as a percentage, of how much blood the left ventricle pumps out… ",0.1,0.1,Positive
818,"""[E]mployees need to feel that their company supports them in doing high-quality, rigorous, impactful work.""

Each year…",0,0,Neutral
819,We’ve been named a top employer in  2019 Top Employer Survey! Thanks to all our employees who bring… ,0.4,0.441666667,Positive
820,Phenomenal is an understatement when describing this past week at OYW2019. Our delegates have connected with other… ,0.375,0.125,Positive
821,Know the facts. Type2diabetes and heartfailure are connected. T2D is considered an independent risk factor for h… ,0.125,0,Neutral
822,"Jose Manuel Besares Lopez, Coordinator of the Young Health Program, Mexico, at , stands for globalhealth. A…",0.4,0.1,Positive
823,"People with early-stage liver cancer do not usually experience symptoms, so the disease is generally not diagnosed… ",0.375,0.05,Positive
824,"Thanks to our great people we had a successful third quarter of 2019. Dave Fredrickson, EVP, Oncology Business Unit… ",0.475,0.4375,Positive
825,We have just announced continued strong top-line performance for Q3 2019 underpinning confidence in sustainable gro… ,0.733333333,0.433333333,Positive
826,"What a lovely experience to hear inspiring stories from , one of the YoungHealthProgramme's Peer Educators from Ken…",0.875,0.5,Positive
827,. is hanging out at the  stand at OYW2019 today - talking all things YoungHealthProgramme. Come and s…,0,0,Neutral
828,"Our own  at OYW2019: “I stand for global health, putting children and adolescents first, since the s… ",0.444444444,0.283333333,Positive
829,What a night - thank you  for joining the OYW2019 ceremony and for all your work in your community! ,0,0,Neutral
830,"Welcome to the biggest youth think thank in the world!
2000 young delegates and activists from 190 countries gather in Lon…",0.65,0.55,Positive
831,"Inspiring, beautiful, powerful. The OYW2019 opening ceremony captured the energy at this event and our delegates a… ",1,0.55,Positive
832,Livercancer is the sixth most common cancer worldwide. Hepatocellular carcinoma (HCC) is the most common type and… ,0.5,0.1,Positive
833,📢 starts today &amp; we invite you to join us at the YoungHealthProgramme booth to learn more about our work suppo…,0.5,0.5,Positive
834,"We couldn't agree more, thanks ! We have committed to extending the YoungHealthProgramme (YHP) for anot… ",0.35,0.375,Positive
835,Our YoungHealthProgramme is celebrating 10 years of helping to give young people a voice and a better future with… ,0.341666667,0.2,Positive
836,"This October, we’re participating in LiverAwarenessMonth to help more people learn about livercancer – the third… ",0.5,0.5,Positive
837,Wonderful day today having workshop about policy communication with fellow YoungHealthProgramme delegates for OYW2019 in Londo…,1,1,Positive
838,Surbhi Shrivastava works to enhance access to mental health services for minorities in India. We’re thrilled to hav… ,0.45,0.25,Positive
839,Congratulations ! Read his  blogs here:  ,0,0,Neutral
840,"., founded by , is a youth-driven social enterprise using innovative and disruptive appr… ",0.533333333,0.266666667,Positive
841,. promotes and advocates for the quality of healthcare services and patient safety across the Eastern Me… ,0,0,Neutral
842,"We’re innovating how we design clinical trials in oncology. Why? Because with adaptive trials, we hope to accelerat… ",0,0,Neutral
843,Meet the YoungHealthProgramme scholars we are sending to OYW2019 next week in London! Their work is impacting you… ,0,0,Neutral
844,Congratulations to  for achieving an Outstanding rating from the  – raising the bar a… ,0.875,0.5,Positive
845,Innovative trial design is key to accelerating the development of targeted combination therapies in oncology. ,1,0.25,Positive
846,30 AstraZeneca delegates including 25 YoungHealthProgramme scholars from all over the world will join the 10th Ann… ,0,0,Neutral
847,A huge congratulations to  for being awarded an Honorary Degree from  in recognition o… ,0.9,0.4,Positive
848,"People with chronic kidney disease have an increased risk of developing other serious conditions, including anaemi… ",0.520833333,-0.229166667,Negative
849,😄🔬 This is awesome.  ,1,1,Positive
850,It's an honour to have you with us in Cambridge (UK) ! ,0,0,Neutral
851,"Experiencing a heart attack is traumatic – if you have survived a heart attack or know someone who has, here are a… ",0,0,Neutral
852,Targeting hypertension in patients with chronickidneydisease protects against renal failure. By putting patients… ,0.3,-0.316666667,Negative
853,"“Being an ally for me is about always being prepared to show up, sometimes when no one else does.” ThisisAZ ",0,0,Neutral
854,We are supporting BreastCancerAwarenessMonth and remain committed to helping patients and furthering BreastCancer… ,0.25,0.25,Positive
855,“Let everybody see your inner beauty. Let everybody see your uniqueness and fall in love with your true self.”… ,0.472222222,0.283333333,Positive
856,"This International DayOfTheGirl, we're proud to be an agent in creating opportunities for women and girls to realize their f…",0.5,0.4,Positive
857,"Before he came out, Steve worried how he would be received by his rugby team. He was then greeted with nothing but… ",0,0,Neutral
858,People with chronic kidneydisease are at risk of developing anaemia as kidney function declines. As CKD progresse… ,0,0,Neutral
859,Medicines Manufacturing Innovation Centre project will develop innovative platform to enable oral solid dosage medicines to be f…,0.55,0.25,Positive
860,"We aim to help improve the outcomes and quality of life for all people with BreastCancer, by trying to understand… ",0,0,Neutral
861,We visited The Hague with representatives from 16 European countries to discuss how we can support healthcare syste… ,0,0,Neutral
862,"While significant advancements have been made to improve outcomes for people with respiratory disease, more can be… ",0.6875,0.4375,Positive
863,We’re revealing more secrets to successful partnering. Have an idea you’d like to partner with us on? Don’t miss ou… ,0.725,0.625,Positive
864,"This BreastCancerAwarenessMonth, learn how testing for BRCA mutations, HER2 and HR may help inform familial ris… ",0,0,Neutral
865,"For some people living with respiratory disease, traveling long distances to receive treatment and care can be a b… ",0.4,-0.05,Negative
866,We have an amazing lineup of speakers and panelists for MIT's AI-Powered Drug Discovery and Manufacturing Conference (Feb 27-2…,0.9,0.6,Positive
867,"We’ve created a short video to help address some of the misconceptions around BRCA mutations, find out more by watc… ",0.4,0.25,Positive
868,Heading to the stage is the winner of our 2019 STEM Rising Star award Kayisha Payne  . Kayisha is an Assoc…,0,0,Neutral
869,"The 5-year survival rate of BreastCancer decreases as the disease progresses, which is why early diagnosis is so i… ",0.3,0.1,Positive
870,"Living with SevereAsthma can mean a life of frequent, severe attacks &amp; poor quality of life. BREATHLESS brings to… ",0.529166667,-0.204166667,Negative
871,Are you interested in collaborating with AstraZeneca but mystified by the due diligence process? Our experts lift t… ,0.4375,0.0625,Positive
872,"It’s been an exciting week of science and collaboration at this year’s ERSCongress, where together the respiratory… ",0.8,0.3,Positive
873,We’re pleased that we have been able to share our research at ESMO19 as we continue to push the boundaries of… ,0.8125,0.5,Positive
874,"Tonight, at IAF, the asthmacommunity pledged to achieve change in asthma care before the next congress in 2020. W… ",0,0,Neutral
875,"We look forward to discussing how patients, physicians and public health services can work together to transform as… ",0.066666667,0,Neutral
876,We are proud to support BreastCancerAwarenessMonth. Our focus is to help transform the lives of men and women livi… ,1,0.8,Positive
877,We are excited to host the first IAF with  to highlight the power of multi-stakeholder collaboration… ,0.541666667,0.3125,Positive
878,"We're committed to advancing respiratory science. Right now, at the ERSCongress, we’re presenting new… ",0.535714286,0.285714286,Positive
879,Progression-free survival (PFS) and overall survival (OS) are two measures of the effectiveness of treatments. OS i… ,0,0,Neutral
880,We’re committed to transforming care for the 384 million people affected by COPD around the world. We’re advancing… ,0,0,Neutral
881,We have a bold ambition – to move beyond preventing and treating symptoms to treating the underlying causes of chro… ,0.666666667,0.333333333,Positive
882,"SevereAsthma patients often find that information online is outdated or incomplete, leaving them without critical… ",0.633333333,-0.4,Negative
883,1M+ people worldwide were diagnosed with a type of BloodCancer in 2018. Our vision is to be a scientific leader in… ,0,0,Neutral
884,"Like all cancer, the survival rate for prostatecancer decreases the longer it takes to diagnose. By raising awaren… ",0,0,Neutral
885,Clinical trial design can enable scientists to ask and answer different questions about new medicines. A platform t… ,0.527272727,0.068181818,Positive
886,"When diagnosed at an early stage the 5-year survival rate for prostatecancer is nearly 100%. However, for men with… ",0.35,0.1,Positive
887,"Globally, 176 million asthma exacerbations occur per year. We are striving to transform how we understand and trea… ",0,0,Neutral
888,"Cancer cells often have high levels of DNA damage, loss of DDR pathways and DNA replication stress. Targeted the… ",0.54,0.16,Positive
889,"When cells have defects in their DDR pathways, mutations can accumulate and make the cell cancerous. This also mak… ",0,0,Neutral
890,DNA is damaged thousands of times daily. The damage is identified and repaired by a process known as DNA damage re… ,0,0,Neutral
891,"Regardless of adherence to treatment, age or severity, asthma patients can be at risk for exacerbations. We’re wor… ",0,0,Neutral
892,"Geoff believes that anybody living with cardiovascular disease, with the right support, can turn their lives around… ",0.535714286,0.285714286,Positive
893,"Uncontrolled severeasthma has a significant impact on the everyday lives of patients, leaving them feeling frustra… ",0.7375,0.0875,Positive
894,"In cancer treatment, the goal of a therapy may vary depending on the cancer type and stage of disease, as well as… ",0,0,Neutral
895,"COPD exacerbations are associated with accelerated lung function decline, a significant deterioration in quality o… ",0.875,0.375,Positive
896,"Breastcancer cells can express different types of receptors, including hormone receptors. These different receptor… ",0.6,0,Neutral
897,"The impact of COPD can be felt globally, by patients and by healthcare systems. With increasing prevalence, we’re f… ",0,0,Neutral
898,Targetedtherapies treat cancer in a number of different ways: blocking signals that tell cancer cells to grow and… ,0.6,0,Neutral
899,Breastcancer is the most commonly diagnosed cancer in women globally. At AstraZeneca we are championing the develo… ,0.333333333,0.066666667,Positive
900,"Ovariancancer may go undetected until it has spread within the pelvis and abdomen. At this late stage, it is more… ",0.6,-0.3,Negative
901,Taking the first step towards change has had an immense impact on Geoff’s journey in navigating cardiovascular dise… ,0.666666667,0.125,Positive
902,We’re at the ERSCongress this week with the ambition to contribute to improving health outcomes for patients like… ,0,0,Neutral
903,Research presented at ESMO19 will refer to different clinical endpoints or measurements. Patrick explains why over… ,0.6,0,Neutral
904,Mutations to epidermal growth factor receptors (EGFR) can cause the development of non-small cell lung cancer (NSCL… ,0,0,Neutral
905,A woman is diagnosed with ovariancancer every ~1 minute 45 seconds. Expanding treatment options for women diagnose… ,0,0,Neutral
906,"Testing for biomarkers in lung cancer patients –such as EGFR, KRAS and ALK mutations– is critical to matching pat… ",0.8,0,Neutral
907,Harmful BRCA mutations can increase the risk of certain cancers and some can be inherited from either parent or ca… ,0.571428571,0.214285714,Positive
908,About 85% of all lungcancer cases are diagnosed as non-small cell lung cancer (NSCLC). The aim of research into g… ,0,0,Neutral
909,Congresses such as ERSCongress are a huge priority for us to advance clinically important areas of research &amp; lear… ,0.8,0.266666667,Positive
910,"Approximately 300,000 children are diagnosed with cancer every year. A key challenge is prioritising which cancer d… ",0.8,-0.2,Negative
911,It's important to understand whether a cancer treatment improves the quality of a patient's life in addition to ex… ,1,0.4,Positive
912,"Despite advances in treatment, lungcancer still has the highest mortality of all cancers. Addressing unmet needs i… ",0,0,Neutral
913,"Cancer treatments are not one-size-fits all. Through our four pillars, we are working to redefine cancer treatment… ",0,0,Neutral
914,We’re proud to be presenting 63 abstracts at ESMO19. By pushing the boundaries of science in precision oncology we… ,1,0.8,Positive
915,We've partnered with  for the second year of Lead2030 - an initiative for the GlobalGoals as the Ch… ,0,0,Neutral
916,"“As a healthcare company, people always ask, 'why are you talking about the environment?’ We have as one of our mat… ",0,0,Neutral
917,         …,0,0,Neutral
918,         …,0,0,Neutral
919,Throughout ESMO19 scientific research will be presented to share the latest advances in cancer treatment. To get… ,0.9,0.5,Positive
920,Diversity is a fact; Inclusion is a behaviour and what we do to show we appreciate individuals for who they are. Inclusio…,0,0,Neutral
921,As the first pharmaceutical company member of both ’s RE100 and EV100 initiatives it’s great to see… ,0.541666667,0.525,Positive
922,"People with chronic kidney disease are at elevated risk for hyperkalaemia, a serious condition where there is too… ",0.666666667,-0.333333333,Negative
923,“Inclusion is not just about everyone: it’s about all of everyone.” Huge thanks to  &amp;  for being LGBTQ+ l…,0.55,0.3,Positive
924,"Last week we welcomed Prof Chris Whitty,  Chief Scientific Adviser for a tour of our flu vaccine manufa… ",0.066666667,0,Neutral
925,"Chronic lymphocytic leukaemia (CLL) symptoms generally develop over time, and patients may experience infections a… ",0.5,0.05,Positive
926,Chronic kidney disease impacts an estimated 1 / 10 people globally. Patients with CKD may be unaware of their risk… ,0.25,0,Neutral
927,We set science-based emissions reduction targets and we were one of the first leading companies to have them approv… ,0.333333333,0.25,Positive
928,"Up to one in five people who have suffered a heart attack will experience a second heart attack, stroke or death wi… ",0,0,Neutral
929,AstraZeneca’s iDREAM India biohub has strengthened its partnership with NASSCOM by facilitating a strategic collabo… ,0,0,Neutral
930,There is an urgent need for innovative approaches that do more to help reduce heartfailure morbidity in patients w… ,0.75,0.5,Positive
931,September marks ProstateCancerAwarenessMonth. At AstraZeneca we are focused on helping transform the lives of men… ,0,0,Neutral
932,"A recent  report noted that AstraZeneca made 169 alliances in 2014–18, more than any other big pharm… ",0.30625,0.09375,Positive
933,Chronic kidney disease in patients with diabetes can reduce overall life-expectancy up to 15 years for men and 17… ,0,0,Neutral
934,The Dow Jones Sustainability Index has again recognised AstraZeneca as a leading company in our industry with a per… ,0,0,Neutral
935,At EASD2019 we are addressing the dangers of missing warning signs and the criticality in guarding against the ris… ,0.05,-0.2,Negative
936,Honoured to be part of this initiative!  BBSTEMxAstraZeneca2019 ,0,0,Neutral
937,"Heartfailure is a life-threatening disease and despite current standards of care, mortality rates remain high. At… ",0.47,0.08,Positive
938,Living with kidney disease can often be complex and may take a toll on patients’ emotions. But with the right supp… ,0.467857143,-0.007142857,Negative
939,"Cardio-renal disease is the most common first CV manifestation in patients with T2D. Right now, at EASD2019, we a… ",0.467261905,0.183928571,Positive
940,"We are striving to advance clinical outcomes in the treatment of people with heartfailure, including those with an… ",0,0,Neutral
941,Congresses such as EASD2019 are a huge priority for us to advance clinically important areas of research and learn… ,0.8,0.266666667,Positive
942,"Additional complications of diabetes can cause life-threatening health problems, lower quality of life and increas… ",0,0,Neutral
943,An estimated 40% of patients who have been hospitalised for heartfailure have T2D. As research continues to unvei… ,0,0,Neutral
944,"Being diagnosed with diabetes can come as a shock, leaving patients in disbelief and feeling overwhelmed. We are a… ",0,0,Neutral
945,"In 2018 alone, 500K+ people worldwide were diagnosed with lymphoma, a type of blood cancer that occurs when abnorma… ",0,0,Neutral
946,Mutations in the epidermal growth factor receptors (EGFR) of cells can lead to tumour growth and the development o… ,0,0,Neutral
947,"What does a day in a lab of the future look like? Follow one of our scientists, Anita, through our new state-of-the… ",0.289772727,0.068181818,Positive
948,"While people with BloodCancer are living longer today than they were 20 years ago, it is still one of the leading… ",0,0,Neutral
949,"., a key partner in AstraZeneca’s Russia iDREAM hub, has become one of the first partners for the new I·Campu… ",0.595959596,0.128787879,Positive
950,It’s an exciting opportunity to be a partner of the first Health Data Research Hub for Real World Evidence in the U… ,0.477777778,0.25,Positive
951,"At the WIoT Expo, we showcased 14 holistic disease management solutions, 8 of which have been adopted by over 1,40… ",0,0,Neutral
952,"Asia has the largest proportion of lungcancer cases globally, a majority of which are diagnosed as non-small cell… ",0,0,Neutral
953,We have attended the WIoT Expo the past 4 years. Our innovative practices with technologies like Internet of Thing… ,0.625,0.125,Positive
954,We believe in the power of genomics to transform drug discovery and development. As part of the Whole Genome Seque… ,0.4,0.2,Positive
955,"Harnessing innovative technology is key to driving holistic solutions for our patients. China GM, Mike Lai, talks a… ",1,0.25,Positive
956,"We’re delighted to be part of this genomics project, one of the most ambitious sequencing programmes ever undertak… ",0.65,0.483333333,Positive
957,"Chronic lymphocytic leukaemia (CLL) is a blood cancer that affects lymphocytes, a type of white blood cell that fig… ",0,0,Neutral
958,"Leon Wang, EVP International and China President, joined a panel of experts to discuss China life-science challenge… ",0,0,Neutral
959,"SCLC is categorised into two stages depending on tumour size, spread and location. These tumour characteristics ca… ",0,0,Neutral
960,"Our new I·Campus will bring together 4D (Drug, Device, Diagnosis, Digital) companies, government, and medical and a… ",0.151515152,0.045454545,Positive
961,Low survival rates and limited treatment options in SCLC present a critical unmet need for patients. As part of ou… ,0.310714286,-0.017857143,Negative
962,"While small cell lung cancer (SCLC) is less common, it is associated with poorer outcomes than non-small cell lung… ",0.322222222,-0.238888889,Negative
963,Lungcancer can be divided into two main types: SCLC and NSCLC. Physicians categorise a diagnosis by tumour cell… ,0.333333333,0.166666667,Positive
964,EGFR is a protein present on the surface of cells involved in cell growth and survival. Mutations in this protein c… ,0,0,Neutral
965,We’re proud to announce ILC2 – a new funding opportunity to support registered patient organisations with a focus o… ,0.727272727,0.468181818,Positive
966,Examining the size and shape of lungcancer cells under a microscope allows doctors to determine which of the two m… ,0,0,Neutral
967,Precision medicine is a treatment approach that targets biomarkers associated with cancer. Using this approach me… ,0,0,Neutral
968,Severeasthma impacts approximately 33 million people around the world. We’re following the science and advancing r… ,0.35,-0.2,Negative
969,Information currently available to people with severeasthma is not always comprehensive enough to make them feel s… ,0.45,0.2,Positive
970,"WCLC19 attendees, come and experience LungCancer screening at the LungAmbition Alliance truck outside the Plenar… ",0.05,0,Neutral
971,Testing for certain biomarkers in blood and tissue can help doctors assess your risk of developing a disease or pr… ,0.571428571,0.214285714,Positive
972,"For patients like Greg, eosinophilic esophagitis (EoE), a rare, chronic inflammatory disease that can damage the es… ",0.9,0.3,Positive
973,"Eosinophilic esophagitis (EoE) is a rare, chronic inflammatory disease that can cause painful, debilitating damage… ",0.9,-0.2,Negative
974,"There are more than 130 different types of BloodCancer. Unlike solid organ tumours, such as those in the breast or… ",0.425,0.125,Positive
975,"Our CEO, Pascal Soriot, spoke at today’s China Development Forum in Beijing about the importance of innovation, dig… ",0,0,Neutral
976,"The LungAmbition Alliance is supporting collaboration between medical, scientific &amp; advocacy communities. Join us,… ",0.125,0.125,Positive
977,Geoff was on the verge of a heartattack when his sons recognised that he needed to make important lifestyle change… ,1,0.4,Positive
978,"The internet is a useful source of lungcancer information, but it can sometimes be difficult to know where to look… ",0.5,-0.1,Negative
979,"We have collaborated with 200+ partners in China, including governments, acadaemia and relevant industries, to deli… ",0.9,0.4,Positive
980,Living with type2diabetes can increase the risk of developing heart and kidney complications. Learn more on how to… ,0.5,0.5,Positive
981,It is not commonly known that the type of blood cancer a person has can change as the cancer develops. Blood cancer… ,0.5,0.15,Positive
982,Surviving a heartattack is a distressing and life-changing experience for patients. Learn more about lifestyle man… ,0.5,0.5,Positive
983,"Since 1993, we have introduced 30+ medicines to patients in China, and we are developing 12 medicines locally throu… ",0,0,Neutral
984,"We are sharing our latest advances in lungcancer science at WCLC19 this weekend. Ahead of the conference, we’re h… ",0.9,0.5,Positive
985,The progressive nature of chronic kidney disease alongside the knowledge that no cure exists can often be a challe… ,0,0,Neutral
986,"Our China Commercial Innovation Center provides an innovative healthcare ecosystem for patients, focusing on 8 holi… ",0.366666667,0.133333333,Positive
987,"Patients with CAD and T2D are at a higher risk of CV events than those with T2D alone, which comes with additiona… ",0.5,0.25,Positive
988,We recognise transparency as a foundation of trust. Our new Transparency Map was launched in an effort to reimagine… ,0.454545455,0.136363636,Positive
989,"We know it can often be a struggle for patients living with diabetes. But with the right support, we are committed… ",0.535714286,0.285714286,Positive
990,Our continuous focus on innovation is key to finding the best solutions for patients. See how our work in China dem… ,0.65,0.5,Positive
991,Heartfailure is a life-threatening disease in which the heart cannot pump enough blood around the body and is comm… ,0.5,0,Neutral
992,There is an urgent need for innovative approaches that do more to help reduce cardiovascular morbidity in patients… ,0.75,0.5,Positive
993,"Even after surviving a heartattack, patients are left feeling worried or scared of experiencing another one. But s… ",0,0,Neutral
994,"Despite current standards of care, heartfailure mortality rates remain high, with up to 50% of patients in the US… ",0.47,0.08,Positive
995,We are at ESCCongress right now sharing data on our efforts to help treat the whole patient and pushing the bounda… ,0.467857143,0.242857143,Positive
996,"Alongside the physical challenges, heartfailure patients can become tormented with worry. Their lives can become s… ",0.142857143,0,Neutral
997,"Heartfailure remains as “malignant” as some of the most common cancers in men (prostate, bladder) and women (breas… ",0.5,0.1,Positive
998,Geoff didn’t realise he was close to experiencing a heartattack or stroke. But he now knows that with the right c… ,0.535714286,0.285714286,Positive
999,"Being diagnosed with diabetes can be overwhelming, especially with the related risk of adverse cardiovascular even… ",0.8,0.166666667,Positive
1000,A distinct link exists between heartfailure and type2diabetes: glucose from diabetes can damage a heart’s blood v… ,0.3,0.3,Positive
1001,"Science continues to uncover the link between cardiovascular, renal and metabolic diseases. Using this knowledge, a… ",0,0,Neutral
1002,We are at ESCCongress connecting with HCPs on how we can help work towards slowing disease progression and relievi… ,0,0,Neutral
1003,"Patients living with type2diabetes are at high risk of developing cardiovascular comorbidities, but these can be… ",0.54,0.16,Positive
1004,"Even a year after a heartattack, patients are still at risk of experiencing another CV event. At ESCCongress, we… ",0,0,Neutral
1005,Previous research shows that complications of diabetes could have serious impact on healthcare costs for patients.… ,0.416666667,-0.25,Negative
1006,"We are in a unique position to support China’s national health goals as innovative policies, such as Healthy China… ",0.75,0.34375,Positive
1007,Many of us know someone who has suffered from a heartattack but are not aware of the recurrent risks. With appropr… ,0.375,0.1875,Positive
1008,BRCA mutations occur in both men and women and can increase the risk of various types of cancer. Although testing… ,0.5,0,Neutral
1009,"Dave Fredrickson, Executive Vice President, Oncology, shares our commitment to improving patient outcomes in… ",0,0,Neutral
1010,Up to 1 in 5 people who have experienced a heartattack may go on to have another cardiovascular event within a yea… ,0.9,0.8,Positive
1011,"Our strategy in China focuses on expansion, partnership and innovation to deliver holistic patient centric solution… ",0.1,0,Neutral
1012,The diversity of our talented employees is what makes our company thrive. Thanks to each of you for bringing your f… ,0.55,0.45,Positive
1013,Real-world evidence and trial results at the upcoming ESCCongress will drive new insights about patient-centric th… ,0.454545455,0.136363636,Positive
1014,Ovariancancer is difficult to diagnose early as the common symptoms are often synonymous to common stomach and dig… ,0.575,-0.25,Negative
1015,"In 1990, Dr. Mary-Claire King found the first evidence of a gene encoding a DNA-repair enzyme which was involved in… ",0.333333333,0.25,Positive
1016,"We are still feeling energized following MPFestival19, when the Manchester community marched in recognition of the… ",0.1,0,Neutral
1017,This weekend we joined  for MPFestival19 to celebrate LGBTQIA+ equality. Thanks to all who made it a… ,0.2,0.2,Positive
1018,"For more than 26 years, AstraZeneca has been committed to growing our presence in China and working to deliver inn… ",0.5,0.5,Positive
1019,"Everyone has BRCA genes and they work to suppress cancer forming. If BRCA genes mutate, the risk of certain cance… ",0.571428571,0.214285714,Positive
1020,Maintenance therapy is often used to prevent or delay the return of cancer. Examples of maintenance therapy includ… ,0,0,Neutral
1021,Only 20% of ovariancancer cases are diagnosed at an early stage. This is because there is currently no reliable ro… ,0.566666667,0.033333333,Positive
1022,A number of lifestyle changes can help reduce the risk of people experiencing secondary cardiovascular events. Find… ,0.3,-0.3,Negative
1023,"Our scientists are exploring the potential of regenerative medicine across our Cardiovascular, Renal and Metabolism… ",1,0,Neutral
1024,Our scientists are looking forward to contributing to this important topic   EDIS2019 ,1,0.4,Positive
1025,PFS and OS are two endpoints used to measure effectiveness of treatments. OS is universally known as being unbiased… ,0,0,Neutral
1026,Targeted therapies that address certain gene mutations are designed to inhibit the mechanisms used by cancer cells… ,0.571428571,0.214285714,Positive
1027,"Many people with chronic leukaemias, such as CLL, don’t show symptoms for a few years. Chronic leukaemia cells ty… ",0.366666667,0.1,Positive
1028,“And then the lights went out”. What is the risk of recurrent myocardial infarctions? Visit … ,0,0,Neutral
1029,"90% of prostate cancers are found when they’re confined to the prostate and nearby organs, at which stage the 5-ye… ",0,0,Neutral
1030,"Recent research from our collaboration with  and  published in Cell, draws on expert… ",0.25,0,Neutral
1031,Testing for biomarkers in lung cancer patients – such as EGFR mutations – is critical to matching patients with t… ,0.65,0,Neutral
1032,"Dave Fredrickson, Executive Vice President, Oncology, shares our commitment and aim to help improve patient outcome… ",0,0,Neutral
1033,"How is anaemia in chronic kidney disease managed worldwide? To find out, we surveyed 426 nephrologists across sev… ",0,0,Neutral
1034,A publication in  from  and our researchers describes a new method using blue light phot… ,0.418181818,0.178787879,Positive
1035,"About 85% of all lung cancer cases are diagnosed as non-small cell lung cancer (NSCLC), many caused by genetic mut… ",0.5,0.5,Positive
